Nama_Sekolah;Provinsi;Kota_Kabupaten;Kecamatan;NPSN;Status;Bentuk_Pendidikan;Status_Kepemilikan;SK_Pendirian_Sekolah;Tanggal_SK_Pendirian;SK_Izin_Operasional;Tanggal_SK_Izin_Operasional;Kebutuhan_Khusus_Dilayani;Nama_Bank;Cabang_KCP_Unit;Rekening_Atas_Nama;Status_BOS;Waktu_Penyelenggaraan;Sertifikasi_ISO;Sumber_Listrik;Daya_Listrik;Kecepatan_Internet;Kepsek;Operator;Akreditasi;Kurikulum;Waktu;Alamat;RT_RW;Dusun;Desa_Kelurahan;Kode_Pos;Lintang;Bujur;Guru_L;Guru_P;Guru_Total;Tendik_L;Tendik_P;Tendik_Total;PTK_L;PTK_P;PTK_Total;Peserta_Didik_L;Peserta_Didik_P;Peserta_Didik_Total;Ruang_Kelas;Ruang_Perpus;Ruang_Lab;Ruang_Pratik;Rombel;
SD NEGERI TLOGO;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400183;Negeri;SD;Pemerintah Pusat;0274/KJ/XII/Tt/1977;02/01/1978;125/Kpts/1991;01/04/1991;Tidak ada;BPD;cabang;SD Tlogo;-;-;-;-;;;Subiyanta;;A;Kurikulum Merdeka;-;Tlogo, Tamantirto,kasihan;0 / 0;Tlogo;Tamantirto;55183;-7;110;2;9;11;3;1;4;5;10;15;58;58;116;6;1;2;0;6;
SD NEGERI WINONGO;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400186;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;37 TAHUN 2025;29/07/2025;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BPD UNIT BETON KASIHAN...;SDWINONGOKASIHANQQBOSNAS...;-;-;-;-;;;Dwi Hadiyanta;;A;Kurikulum Merdeka;-;Jl. Bantul Km 6, Tirtonirmolo,kasihan;3 / 0;Glondong;Tirtonirmolo;55181;-7;110;3;8;11;1;1;2;4;9;13;71;71;142;11;1;2;0;7;
SD IT INSAN UTAMA;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20403525;Swasta;SD;Yayasan;015/SEK/YIU/II/05;23/02/2005;099 TAHUN 2005;31/12/2005;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDITINSANUTAMAKASIHAN/BOSNASPROP...;-;-;-;-;;;Dina Romadhianingrum;Zulfa Nur Azizah;Tidak diisi;Kurikulum Merdeka;-;Jl. Lingkar Selatan Tamantirto Kasihan Bantul;1 / 0;Gatak;Tamantirto;55183;-7;110;9;23;32;6;5;11;15;28;43;296;253;549;18;1;2;0;18;
SD KANISIUS JOMEGATAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400606;Swasta;SD;Yayasan;HVV/076.a/91/S.2633;09/11/1959;0374/U/1982;11/09/1959;Tidak ada;BPD DIY;Bantul;SD Kanisius Jomegatan;-;-;-;-;;;Theresia Mardinah;Yulius Dony Prasetyadi, S.Pd.;A;Kurikulum Merdeka;-;Jomegatan, Ngestiharjo,kasihan;0 / 0;Ngestiharjo;NGESTIHARJO;55182;-7;110;2;6;8;1;2;3;3;8;11;53;51;104;6;1;0;0;6;
SD KANISIUS KEMBARAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400592;Swasta;SD;Yayasan;327/AG/IX.96/S.2637;01/04/1968;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KASIHAN...;SDKANISIUSKEMBARAN...;-;-;-;-;;;Ridwan Rahadiyanto;THERESIA DEWI HARYANTi;Tidak diisi;Kurikulum Merdeka;-;Kembaran, Tamantirto,kasihan;7 / 0;KEMBARAN;Tamantirto;58183;-7;110;0;8;8;2;1;3;2;9;11;42;36;78;6;1;2;0;6;
SD MUHAMMADIYAH AMBARBINANGUN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400595;Swasta;SD;Yayasan;2947/L-1878/DIY-55/77;01/01/1955;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDMUHAMBARBINANGUNKASIHAN...;-;-;-;-;;;Eko Nursanto;ANANG PRAMUDIANTO;A;Kurikulum Merdeka;-;Ambarbinangun, Tirtonirmolo,kasihan;5 / 0;Kalipakis;TIRTONIRMOLO;55181;-7;110;3;12;15;1;0;1;4;12;16;159;155;314;15;1;0;0;12;
SD MUHAMMADIYAH INSAN KREATIF KEMBARAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20409856;Swasta;SD;Yayasan;98 Tahun 2006;10/11/2006;98 Tahun 2006;10/11/2006;Tidak ada;BPD DIY;Kasongan;SD Muhammadiyah Insan Kreatif Kembaran;-;-;-;-;;;Ernaningtyastuti;INTAN KUSUMAWARDHANI;Tidak diisi;Kurikulum Merdeka;-;Kembaran;7 / 0;Kembaran;Tamantirto;55183;-7;110;2;6;8;0;4;4;2;10;12;81;81;162;6;1;0;0;6;
SD MUHAMMADIYAH MRISI;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400492;Swasta;SD;Yayasan;2947/L-1878/DIY-55/77;01/09/1972;IIIA/2.B/011/1971;09/02/1971;Tidak ada;BPD;KASIHAN;SD MUHAMMADIYAH MRISI;-;-;-;-;;;Agus Juniyanto;Sururul Hafizhah, A.Md;B;Kurikulum Merdeka;-;Jl. Mrisi-Kasongan Mrisi, Tirtonirmolo, Kasihan, Bantul, DIY;0 / 0;MRISI;Tirtonirmolo;55181;-7;110;1;7;8;1;5;6;2;12;14;57;41;98;6;1;1;0;6;
SD MUHAMMADIYAH SENGGOTAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400462;Swasta;SD;Lainnya;2951/L.1882/DIY.56/77;01/01/1956;2951/L.1882/01/56/77;01/09/1977;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDMUHAMMADIYAHSENGGOTANKASIHAN...;-;-;-;-;;;Arowiyah;;A;Kurikulum Merdeka;-;Senggotan, Tirtonirmolo,kasihan;0 / 0;Dongkelan Kauman;Tirtonirmolo;55181;-7;110;2;8;10;0;1;1;2;9;11;44;69;113;8;1;2;0;7;
SD MUHAMMADIYAH TAMANTIRTO;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400459;Swasta;SD;Yayasan;15/PER/IV.0/F/2006;15/06/2006;125/KPTS/1991;01/01/1910;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDMUHAMMADIYAHTAMANTIRTO...;-;-;-;-;;;Inung Dwi Rismawati;;Tidak diisi;Kurikulum Merdeka;-;Geblagan, Tamantirto, Kasihan;1 / 0;GEBLAGAN;Tamantirto;55183;-7;110;3;10;13;1;4;5;4;14;18;89;95;184;11;1;0;0;10;
SD MUTIARA PERSADA;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20411876;Swasta;SD;Yayasan;6 th 2012;02/01/2012;7499/C/KS.03.00/2024;26/09/2024;Tidak ada;Bank BPD;Bantul;SD Mutiara Persada;-;-;-;-;;;Ari Rosiana;;A;Kurikulum Merdeka;-;Sumberan Ngestiharjo;0 / 0;Sumberan;Ngestiharjo;55182;-7;110;4;17;21;3;3;6;7;20;27;178;183;361;16;1;2;0;15;
SD UNGGULAN MUHAMMADIYAH LEMAHDADI;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;70040309;Swasta;SD;Yayasan;01/IP-SD/DIKPORA/BTL/I/2023;18/01/2023;019 Tahun 2023;18/01/2023;Tidak ada;;;;-;-;-;-;;;Mujana;Muhamad Azam Iqomatudin;Tidak diisi;Kurikulum Merdeka;-;Lemahdadi Rt 03 Dk. IV Bangunjiwo Kasihan Bantul;3 /;Lemahdadi;Bangunjiwo;;-7;110;3;3;6;1;0;1;4;3;7;18;15;33;3;1;0;0;3;
SMP NEGERI 1 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400298;Negeri;SMP;Pemerintah Daerah;010 / K / 74;26/01/1974;010 / K / 74;26/01/1974;Tidak ada;BPD;Bantul;SMP 1 KASIHAN QQ BOSNAS;-;-;-;-;;;Harjuanto;Fithria Futhihati Agustin;A;Kurikulum Merdeka;-;Jalan Wates No 62 Kasihan Bantul;0 / 0;Kalibayem;Ngestiharjo;55182;-7;110;8;22;30;3;1;4;11;23;34;228;248;476;12;2;4;0;15;
SMP NEGERI 2 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400366;Negeri;SMP;Pemerintah Daerah;030/U/1979;17/02/1979;030/U/1979;17/02/1979;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SMPN2KASIHANQQBOSNAS...;-;-;-;-;;;Eko Margiyanto;ROFIQUL ANWAR, ST;Tidak diisi;Kurikulum Merdeka;-;Jetis Tamantirto Kasihan Bantul;3 / 0;JETIS;Tamantirto;55183;-7;110;9;15;24;4;3;7;13;18;31;168;215;383;12;1;3;0;12;
SMP NEGERI 3 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400326;Negeri;SMP;Pemerintah Daerah;-;17/02/1979;-;01/01/1910;Tidak ada;BPD DIY;cabang;SMPN 3 KASIHAN;-;-;-;-;;;Tri Heriyanto;DARSONO;Tidak diisi;Kurikulum Merdeka;-;Gendeng;0 / 0;GENDENG, BANGUNJIWO;BANGUNJIWO;55184;-7;110;18;12;30;7;1;8;25;13;38;215;263;478;15;1;3;0;15;
SMP MATARAM;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400425;Swasta;SMP;Yayasan;038/II/1986;23/04/1986;2160/I.13.4/I/SK/1984;28/04/1984;D1 - Tuna daksa sedang;BPD;Bantul;SMP Mataram;-;-;-;-;;;Susti Malistiati;;A;Kurikulum Merdeka;-;Ambarbinangun Kasihan Bantul;2 / 0;Ambarbinangun;Tirtonirmolo;55181;-7;110;8;16;24;5;5;10;13;21;34;242;222;464;16;1;5;0;15;
SMP MUHAMMADIYAH KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400305;Swasta;SMP;Yayasan;55092/D/I/1977;04/10/1977;585/P/B-22/KB/1972;20/12/1972;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SMPMUHAMMADIYAHKASIHAN...;-;-;-;-;;;Muhammad Rifai;Feri Sofiyantiningsih;A;Kurikulum Merdeka;-;Jln Ringroad Selatan, Senggotan;9 / 0;Senggotan;Tirtonirmolo;55181;-7;110;6;16;22;3;3;6;9;19;28;178;117;295;13;1;2;0;11;
SMP MUTIARA PERSADA;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;69969502;Swasta;SMP;Yayasan;303 TAHUN 2017;01/11/2017;303 TAHUN 2017;01/11/2017;Tidak ada;Bank BPD DIY;CAPEM GAMPING;SMP Mutiara Persada;-;-;-;-;;;Oktavianus Vendi Ferdian Yulianto;YULIA NURPUSPITA DEVI;Tidak diisi;Kurikulum Merdeka;-;JALAN SUMBERAN, NGESTIHARJO, KASIHAN;09-Feb;Sumberan;Ngestiharjo;55182;-7;110;3;9;12;2;1;3;5;10;15;61;67;128;6;1;2;0;6;
SMP PGRI KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400304;Swasta;SMP;Yayasan;0956/H/1986;27/10/1986;0956/H/1986;01/01/1910;C,D1,K,Q;BPD;Bantul;SMP PGRI Kasihan;-;-;-;-;;;Anjarwati;REZA ZULVIAN RISMAWANTO;B;Kurikulum Merdeka;-;Jl. PGRI II No.05, Sonosewu;0 / 0;Sonopakis;Ngestiharjo;55182;-7;110;8;6;14;7;3;10;15;9;24;164;89;253;11;1;3;0;9;
SMP SANTO BELLARMINUS;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400291;Swasta;SMP;Yayasan;10/1959/Y;28/05/1959;Nomor 018/C/Kep/I 83;23/02/1983;Tidak ada;BPD;Bantul;SMP ST. BELLARMINUS;-;-;-;-;;;Fx. Riyadi;;Tidak diisi;Kurikulum Merdeka;-;Jogonalan Lor Tirtonirmolo Kasihan;7 / 0;Kembaran;Tirtonirmolo;55183;-7;110;1;4;5;1;1;2;2;5;7;25;8;33;3;1;0;0;3;
Sekolah Rakyat Menengah Atas 19 Bantul;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;70055433;Negeri;SMA;Pemerintah Pusat;;;;;Tidak ada;;;;-;-;-;-;;;Agus Ristanto;Sekolah Rakyat Menengah Atas 19 Bantul;Tidak diisi;Kurikulum Merdeka;-;Jl. Kesejahteraan Sosial No.1, Sanggrahan, Ngestiharjo, Kasihan, Kab. Bantul;/;;Ngestiharjo;;-7;110;1;3;4;1;0;1;2;3;5;84;115;199;6;1;3;0;6;
SMA NEGERI 1 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400390;Negeri;SMA;Pemerintah Daerah;0292/0/1978;02/09/1978;0292/0/1978;02/09/1978;Tidak ada;BANK BPD DIY;BANTUL;SMA N 1 KASIHAN;-;-;-;-;;;Sutrisno;;A;Kurikulum Merdeka;-;JL. BUGISAN SELATAN;0 / 0;TEGAL SENGGOTAN;Tirtonirmolo;55181;-7;110;11;27;38;14;9;23;25;36;61;349;511;860;24;2;9;1;24;
SMA MUHAMMADIYAH KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400411;Swasta;SMA;Yayasan;D.5/049/1980;28/05/1986;0437/H/1986;19/06/1980;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SMAMUHAMMADIYAHKASIHAN...;-;-;-;-;;;Tugino;Arifin Albani Muslih;B;Kurikulum Merdeka;-;MRISI;Sep-28;MRISI;Tirtonirmolo;55181;-7;110;2;5;7;2;1;3;4;6;10;71;47;118;6;1;2;0;3;
SMA MUTIARA PERSADA;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;70004041;Swasta;SMA;Yayasan;421/04768/PZ/2020;19/06/2020;421/04768/PZ/2020;19/06/2020;Tidak ada;nama_bank;cabang;rek_atas_nama;-;-;-;-;;;Wahyudi Irwan Yusuf, M. A.;Eliza Damayanti Lumban Gaol, S.Si.;A;Kurikulum Merdeka;-;Jl. Sumberan Baru, Sumberan;/;Sumberan;Ngestiharjo;55182;-7;110;0;4;4;1;1;2;1;5;6;18;39;57;3;1;2;0;3;
SMA PGRI KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400392;Swasta;SMA;Yayasan;0913/ H /1986;01/09/1986;0913/ H / 1986;01/09/1986;C,D,K;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SENOPATI...;SMAPGRI1KASIHAN...;-;-;-;-;;;Erfan Heri Jatmika;Dani Rahmawati Hakim;Tidak diisi;Kurikulum Merdeka;-;SONOSEWU;0 / 0;Sonosewu;Ngestiharjo;55182;-7;110;0;9;9;1;3;4;1;12;13;40;30;70;6;1;5;0;3;
SMK NEGERI 1 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400448;Negeri;SMK;Pemerintah Pusat;48/1961;17/10/1961;036/O/1997;07/03/1997;Tidak ada;BRI DIY;KANTOR CABANG BANTUL;SMKN 1 KASIHAN BANTUL;-;-;-;-;;;Agus Suranto;Didit Suprianto;Tidak diisi;Kurikulum Merdeka;-;JL. PG. Madukismo Ngestiharjo Kasihan Bantul;0 / 0;Jomegatan;Ngestiharjo;55182;-7;110;19;34;53;21;7;28;40;41;81;374;483;857;11;2;4;0;27;
SMK NEGERI 2 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400419;Negeri;SMK;Pemerintah Daerah;35520/Rab;17/12/1951;35520/Rab;17/12/1951;Tidak ada;BPD DIY;BANTUL;SMK N 2 KASIHAN;-;-;-;-;;;Turino;Maryata;A;Kurikulum Merdeka;-;JL. P.G.  MADUKISMO;0 / 0;Jomegatan;Ngestiharjo;55182;-7;110;17;25;42;10;5;15;27;30;57;227;258;485;17;1;4;0;14;
SMK NEGERI 3 KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;20400417;Negeri;SMK;Pemerintah Pusat;28/1963;01/01/1900;420/05583/PZ/2021;01/12/2021;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BPD BANTUL...;SMKNEGERI3KASIHAN...;-;-;-;-;;;Ngadinem;Ika Madayanti;Tidak diisi;Kurikulum Merdeka;-;JL. PG. MADUKISMO BUGISAN YOGYAKARTA;0 / 0;Jomegatan;Ngestiharjo;55180;-7;110;34;26;60;9;7;16;43;33;76;617;402;1019;36;3;2;0;33;
SMK KESEHATAN PELITA BANGSA;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;69775329;Swasta;SMK;Yayasan;089/2013;12/09/2013;089/2013;12/09/2013;Tidak ada;BPD DIY;CABANG BANTUL;SMK KESEHATAN PELITA BANGSA;-;-;-;-;;;S. Ch. Ari Widiastuti;Wati Nur A'eni, S.Kom;Tidak diisi;Kurikulum Merdeka;-;Jl. Godean Km. 1 Tambak Kav.24  Ngestiharjo Kasihan Bantul;0 / 0;Ngestiharjo;Ngestiharjo;55182;-7;110;4;7;11;1;2;3;5;9;14;15;47;62;6;2;2;0;3;
SMK MUHAMMADIYAH BANGUNJIWO KASIHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Kasihan;69775326;Swasta;SMK;Yayasan;421/068;04/09/2013;085/2013;17/01/2013;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SMKMUHAMMADIYAHBANGUNJIWO...;-;-;-;-;;;Muhammad Abdul Rahman;Rezza Musfat Hamdani;Tidak diisi;Kurikulum Merdeka;-;Peleman, Bangunjiwo, Kasihan, Bantul;4 / 0;Kalirandu;Bangunjiwo;55184;-7;110;3;6;9;2;2;4;5;8;13;140;45;185;9;1;1;0;9;
SD NEGERI 1 BLUNYAHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400527;Negeri;SD;Pemerintah Pusat;356/B/KEP/BT/1990;01/07/1992;20 Tahun 2025;23/05/2012;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SD1BLUNYAHANSEWONQQBOSNAS...;-;-;-;-;;;Nurini;;Tidak diisi;Kurikulum Merdeka;-;Babadan, Pendowoharjo,sewon;48 / 0;Babadan;Pendowoharjo;55185;-7;110;4;12;16;1;1;2;5;13;18;195;148;343;12;1;0;0;12;
SD NEGERI 1 SEWON;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400628;Negeri;SD;Pemerintah Daerah;0;01/01/1965;37 Tahun 2025;01/01/1910;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SD1SEWONQQBOSNAS...;-;-;-;-;;;Siti Lestari;AFIYANI;A;Kurikulum Merdeka;-;Cabeyan, Panggungharjo,sewon;0 / 0;CABEYAN;Panggungharjo;55188;-7;110;2;14;16;2;3;5;4;17;21;110;100;210;12;1;2;0;10;
SD NEGERI 2 BLUNYAHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400721;Negeri;SD;Pemerintah Daerah;;01/08/1964;422/0339;01/01/1910;Tidak ada;BPD;cabang;SD 2 BLUNYAHAN;-;-;-;-;;;Florentina Sulistiyanti;Febri Nugroho;A;Kurikulum Merdeka;-;Kaliputih, Pendowoharjo, Sewon, Bantul;0 / 0;KALIPUTIH;PENDOWOHARJO;55185;-7;110;2;7;9;1;2;3;3;9;12;69;61;130;6;1;1;0;6;
SD NEGERI 2 WOJO;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400769;Negeri;SD;Pemerintah Daerah;640.016.989/KG/2008;16/04/2008;422/0313/SD;08/11/2022;Tidak ada;BPD DIY;Bantul;SD 2 WOJO;-;-;-;-;;;Angling Indri Asmoro;Marlina;Tidak diisi;Kurikulum Merdeka;-;Jl. Parangtritis KM 5, Druwo;2 / 0;Druwo;Bangunharjo;55187;-7;110;2;7;9;2;1;3;4;8;12;66;83;149;9;1;1;0;6;
SD NEGERI 3 JARAKAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400772;Negeri;SD;Pemerintah Daerah;17/Ka. Cabdin SW/IX/07;01/01/1962;37 Tahun 2025;01/01/1910;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SD3JARAKANSEWONQQBOSNAS...;-;-;-;-;;;Nurini;ANGGI PAMUNGKAS;Tidak diisi;Kurikulum Merdeka;-;GESIKAN;6 / 0;JARANAN;Panggungharjo;55188;-7;110;4;4;8;2;2;4;6;6;12;76;61;137;7;1;1;0;6;
SD NEGERI BAKALAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400714;Negeri;SD;Pemerintah Pusat;329 tahun 2006;13/11/2006;37 TAHUN 2025;29/07/2025;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDBAKALANSEWONQQBOSNAS...;-;-;-;-;;;Wawan Wahyudiyanto, S.Pd.;Martini;A;Kurikulum Merdeka;-;Bakalan, Pendowoharjo, Sewon;0 / 0;Bakalan;PENDOWOHARJO;55185;-7;110;4;13;17;3;1;4;7;14;21;151;136;287;12;1;2;0;12;
SD NEGERI BALONG;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400664;Negeri;SD;Pemerintah Daerah;4149/DMPT/002/XI/2018;15/11/2018;37 Tahun 2025;29/07/2025;Tidak ada;BPD;Gabusan;SD BALONG;-;-;-;-;;;Suparman;;A;Kurikulum Merdeka;-;Balong;4 / 0;Balong;Timbulharjo;55186;-7;110;1;8;9;1;1;2;2;9;11;71;62;133;6;1;2;0;6;
SD NEGERI BANGUNHARJO;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400683;Negeri;SD;Pemerintah Daerah;Peraturan Bupati Bantul No 37 Tahun 2025;01/04/1974;Peraturan Bupati Bantul;13/11/2006;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDBANGUNHARJOSEWONQQBOSNAS...;-;-;-;-;;;Marsianta;Agus Susilo;Tidak diisi;Kurikulum Merdeka;-;Jl. Parangtritis km 6,5 Sewon Bantul;5 / 0;Ngijo;BANGUNHARJO;55187;-7;110;5;11;16;3;1;4;8;12;20;104;99;203;12;1;1;0;11;
SD NEGERI CEPIT;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400775;Negeri;SD;Pemerintah Daerah;422/1086;01/10/1951;422/1086;26/04/2022;Tidak ada;BPD DIY;cabang;SD Cepit;-;-;-;-;;;Supardiyana;Auha Isnan Rizqi;A;Kurikulum Merdeka;-;Cepit;0 / 0;Cepit;Pendowoharjo;55185;-7;110;1;6;7;2;0;2;3;6;9;65;48;113;9;1;1;0;6;
SD NEGERI GANDOK;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400704;Negeri;SD;Pemerintah Pusat;421/534;10/04/2017;37 Tahun 2025;29/07/2025;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDGANDOKSEWONQQBOSNAS...;-;-;-;-;;;Yuni Astuti;Narni Sunarti;A;Kurikulum Merdeka;-;Gandok, Timbulharjo Sewon Bantul;Jan-26;Gandok;Timbulharjo;55186;-7;110;3;5;8;1;2;3;4;7;11;69;75;144;6;1;2;0;6;
SD NEGERI JAGERAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400679;Negeri;SD;Pemerintah Daerah;1443/DPMPT/002/VIII/2019;05/08/2019;37 Tahun 2025;29/07/2025;Tidak ada;BPD DIY;BANTUL;SD JAGERAN;-;-;-;-;;;Maryati;;A;Kurikulum Merdeka;-;Krapyak Kulon, Panggungharjo, Sewon;4 / 0;Krapyak Kulon;Panggungharjo;55188;-7;110;7;10;17;2;3;5;9;13;22;107;112;219;13;2;2;0;11;
SD NEGERI JARAKAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400733;Negeri;SD;Pemerintah Daerah;640.663/2006;05/01/1928;37 Tahun 2025;01/01/1910;Tidak ada;BPD DIY;SEWON;SD JARAKAN;-;-;-;-;;;Wisnu Wardoyo;'Allama Nur Mubarok;A;Kurikulum Merdeka;-;Jl. Bantul Km 5, Panggungharjo,sewon;0 / 0;KWENI;Panggungharjo;55188;-7;110;8;16;24;2;1;3;10;17;27;171;198;369;24;1;1;0;16;
SD NEGERI JURUG;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400688;Negeri;SD;Pemerintah Daerah;640.595/KG/2007;01/01/1978;640.595/KG/2007;01/01/1978;Tidak ada;BPD DIY;Bantul;SD Jurug;-;-;-;-;;;Soniyem;Astuti Sulistyoningrum, S.Kom;A;Kurikulum Merdeka;-;Jurug;3 / 0;Jurug;Bangunharjo;55187;-7;110;6;15;21;0;4;4;6;19;25;177;178;355;16;1;2;0;16;
SD NEGERI KARANGGONDANG;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400228;Negeri;SD;Pemerintah Daerah;642/838/2017;02/10/2017;B/400.3.5/00676/SD/2024;20/02/2024;Tidak ada;BPD DIY;BANTUL;SD Karanggondang;-;-;-;-;;;Nasiatul Hidayah;Novita Retnaningrum;Tidak diisi;Kurikulum Merdeka;-;Karanggondang;12 / 0;Karanggondang;Pendowoharjo;55185;-7;110;2;7;9;2;1;3;4;8;12;60;54;114;7;1;1;0;6;
SD NEGERI KEPUHAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400756;Negeri;SD;Pemerintah Daerah;-;01/01/1970;422/1108;26/04/2022;Tidak ada;BPD;Bantul;SD KEPUHAN;-;-;-;-;;;Kuntari;Herni Dian Susanti;A;Kurikulum Merdeka;-;Kepuhan, Timbulharjo,sewon;0 / 0;KEPUHAN;Timbulharjo;55186;-7;110;3;15;18;1;2;3;4;17;21;135;111;246;14;1;1;0;12;
SD NEGERI KRAPYAK WETAN;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400210;Negeri;SD;Pemerintah Daerah;;01/03/1977;-;01/03/1978;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDKRAPYAKWETANSEWONQQBOSNAS...;-;-;-;-;;;Angling Indri Asmoro;Agung Cahyo Untoro, S.Pd;A;Kurikulum Merdeka;-;Krapyak Wetan;0 / 0;Krapyak Wetan, Panggungharjo;PANGGUNGHARJO;55188;-7;110;4;14;18;1;1;2;5;15;20;134;124;258;13;1;1;0;12;
SD NEGERI MONGGANG;Prov. D.I. Yogyakarta;Kab. Bantul;Kec. Sewon;20400272;Negeri;SD;Pemerintah Daerah;3939/DPMPT/002/X/2018;22/10/2018;37 TAHUN 2025;15/05/2017;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BANTUL...;SDMONGGANGSEWONQQBOSNAS...;-;-;-;-;;;Nasiatul Hidayah;Yunita Dwi Parmawati;A;Kurikulum Merdeka;-;Monggang, Pendowoharjo,Sewon, Bantul;38 / 0;Monggang;Pendowoharjo;55185;-7;110;3;13;16;2;1;3;5;14;19;120;135;255;11;1;1;0;11;
